Stars,Reviews
3.0 out of 5 stars,i was very excited to give this to my husband but the water bottle holder was in the way so he will not be able to use it.
5.0 out of 5 stars,"perfect size. plenty of room for wallet, cell phone, keys and plenty more. no conflict with water bottle holder or interference with pedaling. easy to install with 3 velcro straps. great product."
5.0 out of 5 stars,great bag. matches my bike and holds a lot of things
5.0 out of 5 stars,this is a perfectly sized bag that attaches easily to the bike frame. it has ample storage room and doesn't get in the way.
5.0 out of 5 stars,it holds a lot.
4.0 out of 5 stars,it is what they said and fast
5.0 out of 5 stars,big bag and fit all my emergency needs
5.0 out of 5 stars,"great product, super responsive!"
5.0 out of 5 stars,great product and great customer service.
5.0 out of 5 stars,"i like the shape and size of the saddle bag. it attaches to the frame and does not move around. great product for mobile phone, keys, etc."
5.0 out of 5 stars,works like it should
4.0 out of 5 stars,way bigger than i had expected. time will tell how it will hold up.
4.0 out of 5 stars,perfect to keep a spare tube and some other small items in
5.0 out of 5 stars,was given as a gift and was well received.
4.0 out of 5 stars,"fits bike frame well, stays in place & hold enough stuff. whats not to like!don"
5.0 out of 5 stars,bike storage
5.0 out of 5 stars,"shipped fast, easy to put on, stores a lot... great product!"
5.0 out of 5 stars,great bag! nice and roomy!
5.0 out of 5 stars,"spacious and sleek, fitting perfectly on my bike."
5.0 out of 5 stars,like
4.0 out of 5 stars,"holds a 16oz water bottle, phone, keys, wallet, powerbar, no problem!"
5.0 out of 5 stars,the bag fit perfect on the bike.
5.0 out of 5 stars,"perfect, better than expected."
4.0 out of 5 stars,"great bag to put in wallet, keys, and cell phone."
4.0 out of 5 stars,just what i wanted! works perfect for what i needed...
2.0 out of 5 stars,the zipper seems cheap and the zipper pull tap has already feel off.
5.0 out of 5 stars,convenient
5.0 out of 5 stars,ideal size for under bar fitting bag. good quality and works as described.
5.0 out of 5 stars,great
5.0 out of 5 stars,it is the perfect size for the things i want to take along on rides.
5.0 out of 5 stars,for my bike was perfect
2.0 out of 5 stars,"the photo describes the item pretty well, and it's easy to install. it's a little larger than i expected, but that's not a problem. i did notice when installing the item that in the inner liner is torn along one of the upper seams (or maybe just not stitched together well), and the inner foam padding is exposed. it's not enough of a deal for me to send it back, but i doubt the bag will hold up very long."
5.0 out of 5 stars,like how easy it fits to any of our bikes
5.0 out of 5 stars,it was a 🎁for my son .he likes it
5.0 out of 5 stars,better than my expectations.
5.0 out of 5 stars,fulfills all i needed!
5.0 out of 5 stars,good product. sturdy construction.
3.0 out of 5 stars,it was on time andlooked nice
4.0 out of 5 stars,good quality and attaches well. make sure your brake line to the back tire is not infringed when you attach it to your frame.
5.0 out of 5 stars,amazing product for the price!
5.0 out of 5 stars,good product at reasonable price.
5.0 out of 5 stars,"great storage,doesn,t interfere with your legs when pedaling"
5.0 out of 5 stars,very compact and easy to install
5.0 out of 5 stars,this was a gift for a friend and they love it!
5.0 out of 5 stars,"handy little slim baggage carrier for phone, sunglasses, keys. looks good and isn't in the way."
3.0 out of 5 stars,"pros: the price is reasonable. it works as long as you don't have a water bottle cage on the frame.cons: 1. the bag barely fits my mountain bike. to make it fit, i had to remove my water bottle cage under it. the website does not provide its dimension. here is what i measured: around 9.5 in length and 7.5 in height.2. the material is not very good. i don't think it is really waterproof - at least the zips are not protected by waterproof materials. i wouldn't recommend keeping your phone in it."
5.0 out of 5 stars,"good product, check your frame size."
5.0 out of 5 stars,i purchased this for a gift.
5.0 out of 5 stars,great product! super fast shipping!!
1.0 out of 5 stars,did not fit my bike. the velcro straps weren’t long enough.
5.0 out of 5 stars,perfect
5.0 out of 5 stars,great product! would highly recommend! and arrived timely!
5.0 out of 5 stars,"works great, holds tight to bike frame. easily holds my phone, keys, etc."
5.0 out of 5 stars,great visit to the bike and able to store all my stuff that i need for a ride
4.0 out of 5 stars,"stayin in place very well, a bit larger then expected tho"
5.0 out of 5 stars,perfect for my keys and wallet.
5.0 out of 5 stars,game changer!
4.0 out of 5 stars,nice! lots of room for tools and gear.
5.0 out of 5 stars,good size easy to mount good quality.
5.0 out of 5 stars,amazing .. perfect size.. fits a lot more than i thought
5.0 out of 5 stars,works great.
5.0 out of 5 stars,"very well made high quality, fits perfectly."
5.0 out of 5 stars,good quality & service excellent.
5.0 out of 5 stars,great product at low price. use it all the time.
4.0 out of 5 stars,great product.
5.0 out of 5 stars,great product and fast delivery!
5.0 out of 5 stars,product met my expectations
5.0 out of 5 stars,love
5.0 out of 5 stars,will not get stuck somewhere without tools again.
4.0 out of 5 stars,velcro to short had to hang upside down
4.0 out of 5 stars,good
5.0 out of 5 stars,perfect for all my biking needs
5.0 out of 5 stars,great! exactly what i’ve expected.
5.0 out of 5 stars,works well
5.0 out of 5 stars,i got it for my grandson. he loves it!
5.0 out of 5 stars,the product is well made. showed up better than i hoped.
4.0 out of 5 stars,happy with the way it fit my bike
5.0 out of 5 stars,great product. i am a diabetic and i carry many things such as insulin pens and snacks etc and this holds it all very well.
4.0 out of 5 stars,great bag with plenty of room and water resistance
5.0 out of 5 stars,very spacious! great product
5.0 out of 5 stars,"it was just what the doctor ordered. great place for phone, wallet, and lock. my wife is sooo jealous but nowhere to put it on her female bike. she says two thumbs up on the look.. thanks for a good looking and useful product."
5.0 out of 5 stars,high quality and installs in seconds
5.0 out of 5 stars,i like the bag just fine and would recommend it
5.0 out of 5 stars,fits perfectly
5.0 out of 5 stars,great purchase! good storage capacity and easy install.
5.0 out of 5 stars,holds securely onto bike frame.
1.0 out of 5 stars,too big
3.0 out of 5 stars,me gustó bastante
5.0 out of 5 stars,"good quality, fits to bike nicely & stays in place, not bulky"
5.0 out of 5 stars,got it as a gift for my father. he loves it!
5.0 out of 5 stars,nice product. exactly as shown.
5.0 out of 5 stars,"wonderful gift, incredibly useful for my sister who bikes to work"
5.0 out of 5 stars,"works, easy to attach."
5.0 out of 5 stars,very well made and fits securely on bike frame. good holding capacity
5.0 out of 5 stars,"works great to keep my keys, wallet, etc. in tact while riding."
5.0 out of 5 stars,"it's excellent ,nut to bulky and plenty of room to carry stuff ,would recommend it"
5.0 out of 5 stars,the size was a fit for my needs
5.0 out of 5 stars,exactly what i wanted. was delivered timely and in great shape.
5.0 out of 5 stars,recommended!
5.0 out of 5 stars,love it!!!
5.0 out of 5 stars,nice product
5.0 out of 5 stars,"easy install, big enough for phone, wallet , glasses."
5.0 out of 5 stars,good size
3.0 out of 5 stars,nice and roomy. easy to install
5.0 out of 5 stars,best bag i ever order. thanks.
1.0 out of 5 stars,doesn’t fit some bikes. not great quality.
5.0 out of 5 stars,was a gift for my husband for his bike. he loved it.
5.0 out of 5 stars,great fit and sturdy build
4.0 out of 5 stars,a perfect fit for my bike
5.0 out of 5 stars,good quality came as shown works great
4.0 out of 5 stars,"the product seems well made. it does not fit in my bike in the triangle, but does fit behind the seat. i wish it was bigger."
4.0 out of 5 stars,good bag. arrived promptly.
5.0 out of 5 stars,great product. bought for all 3 of my bikes.
5.0 out of 5 stars,👌🏾
5.0 out of 5 stars,very good
1.0 out of 5 stars,ripped on the first day using it
4.0 out of 5 stars,great product
5.0 out of 5 stars,perfect!
5.0 out of 5 stars,gift
5.0 out of 5 stars,very functional.
5.0 out of 5 stars,perfect size for holding phone/wallet/keys/lock.
4.0 out of 5 stars,price
4.0 out of 5 stars,fits as it says.
5.0 out of 5 stars,i put a pump two tubes and tools in it.love it!
5.0 out of 5 stars,as described
5.0 out of 5 stars,easy to set up
2.0 out of 5 stars,"could have been better, but the price is, you get what you paid for. although, materials are poor, sewing is not great, and fitting kind of lacks. so, if you want something that looks great! better pay more. if you want something that solves an issue for the lowest price, this will do it"
5.0 out of 5 stars,great product
5.0 out of 5 stars,quality product
5.0 out of 5 stars,"perfect fit, durable material used."
5.0 out of 5 stars,great product!
5.0 out of 5 stars,thank you
5.0 out of 5 stars,"good size, fits my mini tire pump, spare tube, multitool, etc. easily. the velcro attachments scrape my legs once in a while which is a little annoying.update - have had this thing attached to my bike now for several months at least. basically have forgotten it's there. seems durable and velcro no longer scraping me (corners softened up over time). added back the stars i removed for that issue!"
3.0 out of 5 stars,"bag is well made and is a nice size, however, this will not work on a 24in bike...so dont buy it if you have anything under a 26in...i have had to just strap it to the handle bar and leave it flapping in the breeze because there is not enough room on the frame on a 24 in bike for this bag..."
